"location_id","admin_level","name","code","parent_location_id","population_density","lat","long","admin_0_location_id","admin_0_admin_level","admin_0_name","admin_0_code","admin_0_parent_location_id","admin_0_population_density","admin_0_lat","admin_0_long","admin_1_location_id","admin_1_admin_level","admin_1_name","admin_1_code","admin_1_parent_location_id","admin_1_population_density","admin_1_lat","admin_1_long","admin_2_location_id","admin_2_admin_level","admin_2_name","admin_2_code","admin_2_parent_location_id","admin_2_population_density","admin_2_lat","admin_2_long","admin_3_location_id","admin_3_admin_level","admin_3_name","admin_3_code","admin_3_parent_location_id","admin_3_population_density","admin_3_lat","admin_3_long"
"RS001012002000000000","2","GORNJI MILANOVAC","SRB","RS001012000000000000",,44.06981904,20.35785637,"82083e59-c8c8-4f25-bcfe-f8b024e0357a","0","Serbia",,,0,,,"RS001012000000000000","1","MORAVICKI UPRAVNI OKRUG","SRB","82083e59-c8c8-4f25-bcfe-f8b024e0357a",,43.77560468,20.30263741,"RS001012002000000000","2","GORNJI MILANOVAC","SRB","RS001012000000000000",,44.06981904,20.35785637,,,,,,,,
"RS001003000000000000","1","GRAD BEOGRAD","SRB","82083e59-c8c8-4f25-bcfe-f8b024e0357a",,44.64785151,20.41781927,"82083e59-c8c8-4f25-bcfe-f8b024e0357a","0","Serbia",,,0,,,"RS001003000000000000","1","GRAD BEOGRAD","SRB","82083e59-c8c8-4f25-bcfe-f8b024e0357a",,44.64785151,20.41781927,,,,,,,,,,,,,,,,
"RS001003005000000000","2","GROCKA","SRB","RS001003000000000000",,44.66118145,20.6691408,"82083e59-c8c8-4f25-bcfe-f8b024e0357a","0","Serbia",,,0,,,"RS001003000000000000","1","GRAD BEOGRAD","SRB","82083e59-c8c8-4f25-bcfe-f8b024e0357a",,44.64785151,20.41781927,"RS001003005000000000","2","GROCKA","SRB","RS001003000000000000",,44.66118145,20.6691408,,,,,,,,
"TN001019006000000000","2","Gaafour","TUN","T001019000000000000",,36.24637114,9.35200833,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001019000000000000","1","Siliana","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,36.066032,9.328761299,"TN001019006000000000","2","Gaafour","TUN","T001019000000000000",,36.24637114,9.35200833,,,,,,,,
"T001005000000000000","1","Gabes","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,33.79111978,9.783855402,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001005000000000000","1","Gabes","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,33.79111978,9.783855402,,,,,,,,,,,,,,,,
"TN001005001000000000","2","Gabes-Est","TUN","T001005000000000000",,33.79788147,10.08916083,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001005000000000000","1","Gabes","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,33.79111978,9.783855402,"TN001005001000000000","2","Gabes-Est","TUN","T001005000000000000",,33.79788147,10.08916083,,,,,,,,
"TN001005002000000000","2","Gabes-Ouest","TUN","T001005000000000000",,33.84024184,9.996795579,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001005000000000000","1","Gabes","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,33.79111978,9.783855402,"TN001005002000000000","2","Gabes-Ouest","TUN","T001005000000000000",,33.84024184,9.996795579,,,,,,,,
"TN001005003000000000","2","Gabes-Ville","TUN","T001005000000000000",,33.88714609,10.10274567,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001005000000000000","1","Gabes","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,33.79111978,9.783855402,"TN001005003000000000","2","Gabes-Ville","TUN","T001005000000000000",,33.88714609,10.10274567,,,,,,,,
"MX001016034000000000","2","Gabriel Zamora","MEX","MX001016000000000000",,19.15898489,-102.0070537,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001016000000000000","1","Michoacán De Ocampo","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.20736551,-101.8766275,"MX001016034000000000","2","Gabriel Zamora","MEX","MX001016000000000000",,19.15898489,-102.0070537,,,,,,,,
"T001006000000000000","1","Gafsa","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,34.41498355,8.779407583,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001006000000000000","1","Gafsa","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,34.41498355,8.779407583,,,,,,,,,,,,,,,,
"TN001006003000000000","2","Gafsa-Nord","TUN","T001006000000000000",,34.56107872,8.933631917,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001006000000000000","1","Gafsa","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,34.41498355,8.779407583,"TN001006003000000000","2","Gafsa-Nord","TUN","T001006000000000000",,34.56107872,8.933631917,,,,,,,,
"TN001006004000000000","2","Gafsa-Sud","TUN","T001006000000000000",,34.47531545,8.644018484,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001006000000000000","1","Gafsa","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,34.41498355,8.779407583,"TN001006004000000000","2","Gafsa-Sud","TUN","T001006000000000000",,34.47531545,8.644018484,,,,,,,,
"GE001001001000000000","2","Gagra","GEO","GE001001000000000000",,43.41121714,40.27697779,"c4096576-35ec-40db-b85d-4adc94331232","0","Georgia Natia",,,0,,,"GE001001000000000000","1","Abkhazia","GEO","c4096576-35ec-40db-b85d-4adc94331232",,43.09871537,41.17181814,"GE001001001000000000","2","Gagra","GEO","GE001001000000000000",,43.41121714,40.27697779,,,,,,,,
"MX001006023000000000","2","Galeana","MEX","MX001006000000000000",,30.15374516,-107.6475539,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001006000000000000","1","Chihuahua","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,28.80919812,-106.4689104,"MX001006023000000000","2","Galeana","MEX","MX001006000000000000",,30.15374516,-107.6475539,,,,,,,,
"MX001019016000000000","2","Galeana","MEX","MX001019000000000000",,24.76028352,-100.3886843,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001019000000000000","1","Nuevo León","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,25.57297691,-99.96719053,"MX001019016000000000","2","Galeana","MEX","MX001019000000000000",,24.76028352,-100.3886843,,,,,,,,
"GE001001002000000000","2","Gali","GEO","GE001001000000000000",,42.61474789,41.71445414,"c4096576-35ec-40db-b85d-4adc94331232","0","Georgia Natia",,,0,,,"GE001001000000000000","1","Abkhazia","GEO","c4096576-35ec-40db-b85d-4adc94331232",,43.09871537,41.17181814,"GE001001002000000000","2","Gali","GEO","GE001001000000000000",,42.61474789,41.71445414,,,,,,,,
"EGY0112","2","Gamsa","EGY","EGY01",,31.43891247,31.54793713,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY01","1","Ad Daqahliyah","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,31.10938146,31.53809569,"EGY0112","2","Gamsa","EGY","EGY01",,31.43891247,31.54793713,,,,,,,,
"MX001019017000000000","2","Garcia","MEX","MX001019000000000000",,25.8084634,-100.6608215,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001019000000000000","1","Nuevo León","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,25.57297691,-99.96719053,"MX001019017000000000","2","Garcia","MEX","MX001019000000000000",,25.8084634,-100.6608215,,,,,,,,
"GE001006003000000000","2","Gardabani","GEO","GE001006000000000000",,41.61768741,45.02654931,"c4096576-35ec-40db-b85d-4adc94331232","0","Georgia Natia",,,0,,,"GE001006000000000000","1","Kvemo Kartli","GEO","c4096576-35ec-40db-b85d-4adc94331232",,41.48800198,44.50963283,"GE001006003000000000","2","Gardabani","GEO","GE001006000000000000",,41.61768741,45.02654931,,,,,,,,
"MK00809.5","2","Gazi Baba","MKD","MK008",,42.03220977,21.51505871,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK008","1","Skopje","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.95995358,21.45270713,"MK00809.5","2","Gazi Baba","MKD","MK008",,42.03220977,21.51505871,,,,,,,,
"MK00809.5","2","Gazi Baba","MKD","MK008",,42.03220977,21.51505871,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK008","1","Skopje","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.95995358,21.45270713,"MK00809.5","2","Gazi Baba",,"MK008",,42.03220977,21.51505871,,,,,,,,
"MK00809.5","2","Gazi Baba",,"MK008",,42.03220977,21.51505871,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK008","1","Skopje","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.95995358,21.45270713,"MK00809.5","2","Gazi Baba","MKD","MK008",,42.03220977,21.51505871,,,,,,,,
"MK00809.5","2","Gazi Baba",,"MK008",,42.03220977,21.51505871,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK008","1","Skopje","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.95995358,21.45270713,"MK00809.5","2","Gazi Baba",,"MK008",,42.03220977,21.51505871,,,,,,,,
"MX001032013000000000","2","Genaro Codina","MEX","MX001032000000000000",,22.47793651,-102.5591024,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001032000000000000","1","Zacatecas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,23.29394389,-102.6553608,"MX001032013000000000","2","Genaro Codina","MEX","MX001032000000000000",,22.47793651,-102.5591024,,,,,,,,
"MX001019018000000000","2","General Bravo","MEX","MX001019000000000000",,25.80356425,-98.8472472,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001019000000000000","1","Nuevo León","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,25.57297691,-99.96719053,"MX001019018000000000","2","General Bravo","MEX","MX001019000000000000",,25.80356425,-98.8472472,,,,,,,,
"MX001012034000000000","2","General Canuto A. Neri","MEX","MX001012000000000000",,18.44092093,-100.1056808,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001012000000000000","1","Guerrero","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,17.66827401,-99.91999452,"MX001012034000000000","2","General Canuto A. Neri","MEX","MX001012000000000000",,18.44092093,-100.1056808,,,,,,,,
"MX001007011000000000","2","General Cepeda","MEX","MX001007000000000000",,25.52172088,-101.5510194,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001007000000000000","1","Coahuila De Zaragoza","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,27.30165928,-102.040118,"MX001007011000000000","2","General Cepeda","MEX","MX001007000000000000",,25.52172088,-101.5510194,,,,,,,,
"MX001032014000000000","2","General Enrique Estrada","MEX","MX001032000000000000",,23.01551713,-102.7876011,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001032000000000000","1","Zacatecas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,23.29394389,-102.6553608,"MX001032014000000000","2","General Enrique Estrada","MEX","MX001032000000000000",,23.01551713,-102.7876011,,,,,,,,
"MX001021066000000000","2","General Felipe Angeles","MEX","MX001021000000000000",,19.02067746,-97.66743029,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001021000000000000","1","Puebla","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,19.00689662,-97.90042129,"MX001021066000000000","2","General Felipe Angeles","MEX","MX001021000000000000",,19.02067746,-97.66743029,,,,,,,,
"MX001032015000000000","2","General Francisco R. Murguia","MEX","MX001032000000000000",,24.13062943,-102.7989322,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001032000000000000","1","Zacatecas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,23.29394389,-102.6553608,"MX001032015000000000","2","General Francisco R. Murguia","MEX","MX001032000000000000",,24.13062943,-102.7989322,,,,,,,,
"MX001012035000000000","2","General Heliodoro Castillo","MEX","MX001012000000000000",,17.72892678,-100.0269452,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001012000000000000","1","Guerrero","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,17.66827401,-99.91999452,"MX001012035000000000","2","General Heliodoro Castillo","MEX","MX001012000000000000",,17.72892678,-100.0269452,,,,,,,,
"MX001032016000000000","2","General Panfilo Natera","MEX","MX001032000000000000",,22.68490572,-102.1047523,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001032000000000000","1","Zacatecas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,23.29394389,-102.6553608,"MX001032016000000000","2","General Panfilo Natera","MEX","MX001032000000000000",,22.68490572,-102.1047523,,,,,,,,
"MX001026028000000000","2","General Plutarco Elias Calles","MEX","MX001026000000000000",,31.73028752,-112.9079884,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001026000000000000","1","Sonora","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,29.69970233,-110.8156129,"MX001026028000000000","2","General Plutarco Elias Calles","MEX","MX001026000000000000",,31.73028752,-112.9079884,,,,,,,,
"7dd00f42-2397-4457-980e-bf078153e52b","0","Geo",,"7dd00f42-2397-4457-980e-bf078153e52b",0,,,"7dd00f42-2397-4457-980e-bf078153e52b","0","Geo",,"7dd00f42-2397-4457-980e-bf078153e52b",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"7f96d9fc-755a-42a7-90e9-721e6aebbe2e","0","Georgia",,"7f96d9fc-755a-42a7-90e9-721e6aebbe2e",0,,,"7f96d9fc-755a-42a7-90e9-721e6aebbe2e","0","Georgia",,"7f96d9fc-755a-42a7-90e9-721e6aebbe2e",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"84458268-beff-4c35-ac05-b864f21a68e5","0","Georgia M",,"84458268-beff-4c35-ac05-b864f21a68e5",0,,,"84458268-beff-4c35-ac05-b864f21a68e5","0","Georgia M",,"84458268-beff-4c35-ac05-b864f21a68e5",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"5bf14c8f-8dd9-43c8-bd76-8334a82d0149","0","Georgia M",,"5bf14c8f-8dd9-43c8-bd76-8334a82d0149",0,,,"5bf14c8f-8dd9-43c8-bd76-8334a82d0149","0","Georgia M",,"5bf14c8f-8dd9-43c8-bd76-8334a82d0149",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"c4096576-35ec-40db-b85d-4adc94331232","0","Georgia Natia",,,0,,,"c4096576-35ec-40db-b85d-4adc94331232","0","Georgia Natia",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
"eb6ac0c5-d192-47a0-93a8-226d36cec562","0","GeorgiaN",,"eb6ac0c5-d192-47a0-93a8-226d36cec562",0,0,42.3154,"eb6ac0c5-d192-47a0-93a8-226d36cec562","0","GeorgiaN",,"eb6ac0c5-d192-47a0-93a8-226d36cec562",0,0,42.3154,,,,,,,,,,,,,,,,,,,,,,,,
"bae682d3-5f95-47cd-bfde-4ec9cab8cde6","0","GeorgiaN",,,0,,,"bae682d3-5f95-47cd-bfde-4ec9cab8cde6","0","GeorgiaN",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
"MK00405","2","Gevgelija","MKD","MK004",,41.22660571,22.39356021,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK004","1","Southeast","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.42207533,22.56692618,"MK00405","2","Gevgelija","MKD","MK004",,41.22660571,22.39356021,,,,,,,,
"MK00405","2","Gevgelija","MKD","MK004",,41.22660571,22.39356021,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK004","1","Southeast","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.42207533,22.56692618,"MK00405","2","Gevgelija",,"MK004",,41.22660571,22.39356021,,,,,,,,
"MK00405","2","Gevgelija",,"MK004",,41.22660571,22.39356021,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK004","1","Southeast","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.42207533,22.56692618,"MK00405","2","Gevgelija","MKD","MK004",,41.22660571,22.39356021,,,,,,,,
"MK00405","2","Gevgelija",,"MK004",,41.22660571,22.39356021,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK004","1","Southeast","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.42207533,22.56692618,"MK00405","2","Gevgelija",,"MK004",,41.22660571,22.39356021,,,,,,,,
"TN001005004000000000","2","Ghanouch","TUN","T001005000000000000",,33.93984327,10.05809176,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001005000000000000","1","Gabes","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,33.79111978,9.783855402,"TN001005004000000000","2","Ghanouch","TUN","T001005000000000000",,33.93984327,10.05809176,,,,,,,,
"TN001004004000000000","2","Ghar-El-Melh","TUN","T001004000000000000",,37.16999749,10.10716493,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001004000000000000","1","Bizerte","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,37.08698906,9.604634629,"TN001004004000000000","2","Ghar-El-Melh","TUN","T001004000000000000",,37.16999749,10.10716493,,,,,,,,
"TN001007005000000000","2","Ghardimaou","TUN","T001007000000000000",,36.50929894,8.385299484,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001007000000000000","1","Jendouba","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,36.64574752,8.703842181,"TN001007005000000000","2","Ghardimaou","TUN","T001007000000000000",,36.50929894,8.385299484,,,,,,,,
"LY001012001000000000","2","Gharyan","LBY","LY001012000000000000",,30.51177037,13.71107854,"fa8d535e-0586-4ad4-b19f-7585e8e11d4e","0","Libya Enkela",,,0,,,"LY001012000000000000","1","Jabal Nafosa","LBY","fa8d535e-0586-4ad4-b19f-7585e8e11d4e",,30.34532431,12.02999442,"LY001012001000000000","2","Gharyan","LBY","LY001012000000000000",,30.51177037,13.71107854,,,,,,,,
"LY001013003000000000","2","Ghatt","LBY","LY001013000000000000",,26.06767081,10.55967917,"fa8d535e-0586-4ad4-b19f-7585e8e11d4e","0","Libya Enkela",,,0,,,"LY001013000000000000","1","Sabha","LBY","fa8d535e-0586-4ad4-b19f-7585e8e11d4e",,24.78308398,18.00267165,"LY001013003000000000","2","Ghatt","LBY","LY001013000000000000",,26.06767081,10.55967917,,,,,,,,
"TN001004015000000000","2","Ghazala","TUN","T001004000000000000",,37.09481549,9.478058327,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001004000000000000","1","Bizerte","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,37.08698906,9.604634629,"TN001004015000000000","2","Ghazala","TUN","T001004000000000000",,37.09481549,9.478058327,,,,,,,,
"TN001017005000000000","2","Gheriba","TUN","T001017000000000000",,34.50554666,10.23301532,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001017000000000000","1","Sfax","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,34.77907921,10.37900119,"TN001017005000000000","2","Gheriba","TUN","T001017000000000000",,34.50554666,10.23301532,,,,,,,,
"TN001021003000000000","2","Ghomrassen","TUN","T001021000000000000",,33.10982443,10.27622357,"cb30387a-1a53-4a47-854f-9f6dd20e9056","0","Tunisia (M)",,,0,,,"T001021000000000000","1","Tataouine","TUN","cb30387a-1a53-4a47-854f-9f6dd20e9056",,32.00130452,9.948233769,"TN001021003000000000","2","Ghomrassen","TUN","T001021000000000000",,33.10982443,10.27622357,,,,,,,,
"EGY08102","2","Giza","EGY","EGY08",,29.95467544,31.21151135,"5ec80112-6157-47d0-8ac6-7e2181d62a9a","0","Egypt",,,0,,,"EGY08","1","Al Jizah","EGY","5ec80112-6157-47d0-8ac6-7e2181d62a9a",,28.8511821,29.50908995,"EGY08102","2","Giza","EGY","EGY08",,29.95467544,31.21151135,,,,,,,,
"MK00809.6","2","Gjorche Petrov","MKD","MK008",,42.0587554,21.31948078,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK008","1","Skopje","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.95995358,21.45270713,"MK00809.6","2","Gjorche Petrov","MKD","MK008",,42.0587554,21.31948078,,,,,,,,
"MK00809.6","2","Gjorche Petrov","MKD","MK008",,42.0587554,21.31948078,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK008","1","Skopje","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.95995358,21.45270713,"MK00809.6","2","Gjorche Petrov",,"MK008",,42.0587554,21.31948078,,,,,,,,
"MK00809.6","2","Gjorche Petrov",,"MK008",,42.0587554,21.31948078,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK008","1","Skopje","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.95995358,21.45270713,"MK00809.6","2","Gjorche Petrov","MKD","MK008",,42.0587554,21.31948078,,,,,,,,
"MK00809.6","2","Gjorche Petrov",,"MK008",,42.0587554,21.31948078,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK008","1","Skopje","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.95995358,21.45270713,"MK00809.6","2","Gjorche Petrov",,"MK008",,42.0587554,21.31948078,,,,,,,,
"LY001008004000000000","2","Goba","LBY","LY001008000000000000",,32.53357057,22.29918653,"fa8d535e-0586-4ad4-b19f-7585e8e11d4e","0","Libya Enkela",,,0,,,"LY001008000000000000","1","Al Jabal Al Akhdar","LBY","fa8d535e-0586-4ad4-b19f-7585e8e11d4e",,30.53582242,23.53941936,"LY001008004000000000","2","Goba","LBY","LY001008000000000000",,32.53357057,22.29918653,,,,,,,,
"SN001011003000000000","2","Goblet","GOB","SN001011000000000000",0,79.993524,50.689245,"SN001000000000000000","0","Trainingland","TRAINING",,0,80.4559801,50.1710003,"SN001011000000000000","1","Drums island","DRUMS","SN001000000000000000",0,79.98875,50.884035,"SN001011003000000000","2","Goblet","GOB","SN001011000000000000",0,79.993524,50.689245,,,,,,,,
"SN001018006000000000","2","Goje","GOJ","SN001018000000000000",0,80.699542,48.316194,"SN001000000000000000","0","Trainingland","TRAINING",,0,80.4559801,50.1710003,"SN001018000000000000","1","Strings island","STR","SN001000000000000000",0,80.650161,46.746677,"SN001018006000000000","2","Goje","GOJ","SN001018000000000000",0,80.699542,48.316194,,,,,,,,
"MX001006024000000000","2","Gomez Farias","MEX","MX001006000000000000",,29.33648811,-107.7372914,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001006000000000000","1","Chihuahua","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,28.80919812,-106.4689104,"MX001006024000000000","2","Gomez Farias","MEX","MX001006000000000000",,29.33648811,-107.7372914,,,,,,,,
"MX001014038000000000","2","Gomez Farias","MEX","MX001014000000000000",,19.85650655,-103.4171996,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001014000000000000","1","Jalisco","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,20.57856725,-103.6164968,"MX001014038000000000","2","Gomez Farias","MEX","MX001014000000000000",,19.85650655,-103.4171996,,,,,,,,
"MX001028012000000000","2","Gomez Farias","MEX","MX001028000000000000",,23.00616427,-99.1786554,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001028000000000000","1","Tamaulipas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,24.29666648,-98.6361847,"MX001028012000000000","2","Gomez Farias","MEX","MX001028000000000000",,23.00616427,-99.1786554,,,,,,,,
"MX001010007000000000","2","Gomez Palacio","MEX","MX001010000000000000",,25.72817265,-103.4902687,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001010000000000000","1","Durango","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,24.92277915,-104.9130443,"MX001010007000000000","2","Gomez Palacio","MEX","MX001010000000000000",,25.72817265,-103.4902687,,,,,,,,
"MX001028013000000000","2","Gonzalez","MEX","MX001028000000000000",,22.78619363,-98.55397517,"dbefdede-2944-4ec3-8ecf-b7791d154c1c","0","Mexico",,,0,,,"MX001028000000000000","1","Tamaulipas","MEX","dbefdede-2944-4ec3-8ecf-b7791d154c1c",,24.29666648,-98.6361847,"MX001028013000000000","2","Gonzalez","MEX","MX001028000000000000",,22.78619363,-98.55397517,,,,,,,,
"GE001011001000000000","2","Gori","GEO","GE001011000000000000",,42.08698928,44.09457747,"c4096576-35ec-40db-b85d-4adc94331232","0","Georgia Natia",,,0,,,"GE001011000000000000","1","Shida Kartli","GEO","c4096576-35ec-40db-b85d-4adc94331232",,42.10858983,44.00785461,"GE001011001000000000","2","Gori","GEO","GE001011000000000000",,42.08698928,44.09457747,,,,,,,,
"MK00604","2","Gostivar","MKD","MK006",,41.77836111,20.84927375,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK006","1","Polog","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.85117902,20.87801904,"MK00604","2","Gostivar","MKD","MK006",,41.77836111,20.84927375,,,,,,,,
"MK00604","2","Gostivar","MKD","MK006",,41.77836111,20.84927375,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK006","1","Polog","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.85117902,20.87801904,"MK00604","2","Gostivar",,"MK006",,41.77836111,20.84927375,,,,,,,,
"MK00604","2","Gostivar",,"MK006",,41.77836111,20.84927375,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK006","1","Polog","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.85117902,20.87801904,"MK00604","2","Gostivar","MKD","MK006",,41.77836111,20.84927375,,,,,,,,
"MK00604","2","Gostivar",,"MK006",,41.77836111,20.84927375,"54a45518-2b49-4cb2-a01a-7b9ef82ccb3d","0","North Macedonia Amy",,,0,,,"MK006","1","Polog","MKD","54a45518-2b49-4cb2-a01a-7b9ef82ccb3d",,41.85117902,20.87801904,"MK00604","2","Gostivar",,"MK006",,41.77836111,20.84927375,,,,,,,,
